Project ID with serial,Number of turbines,Breakpoint between base and topping (percent),Turbine rating MW,Crane breakdown fraction,Labor cost multiplier,Hub height m,Base crane choice,Offload crane choice,Top crane choice,Base total cost,Offload total cost,Top total cost,Base wind multiplier,Offload wind multiplier,Top wind multiplier,Base operation time all turbines (hours),Offload operation time all turbines (hours),Top operation time all turbines (hours)
Baseline 5MW 166m RD 130m HH_6080,40.0,0.2692307692307692,5.0,0.75,0.75,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),3078267.0,301325.0,11914391.0,1.18,1.0,1.58,995.0,129.0,3037.0
Baseline 5MW 166m RD 130m HH_6081,80.0,0.2692307692307692,5.0,0.75,0.75,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),5996533.0,562649.0,23058781.0,1.18,1.0,1.58,1989.0,259.0,6073.0
Baseline 5MW 166m RD 130m HH_6082,200.0,0.2692307692307692,5.0,0.75,0.75,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),14748468.0,1346623.0,56491954.0,1.18,1.0,1.58,4973.0,647.0,15183.0
Baseline 5MW 166m RD 130m HH_6083,4.0,0.0,5.0,1.0,0.75,130,,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),,65439.0,2134590.0,,1.0,1.52,,13.0,387.0
Baseline 5MW 166m RD 130m HH_6084,10.0,0.2692307692307692,5.0,1.0,0.75,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),1109421.0,104754.0,4244848.0,1.18,1.0,1.58,324.0,32.0,947.0
Baseline 5MW 166m RD 130m HH_6085,20.0,0.2692307692307692,5.0,1.0,0.75,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),2058842.0,169507.0,7717951.0,1.18,1.0,1.58,647.0,65.0,1893.0
Baseline 5MW 166m RD 130m HH_6086,30.0,0.2692307692307692,5.0,1.0,0.75,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),3008262.0,236571.0,11192799.0,1.18,1.0,1.58,971.0,97.0,2840.0
Baseline 5MW 166m RD 130m HH_6087,40.0,0.2692307692307692,5.0,1.0,0.75,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),3957683.0,301325.0,14665903.0,1.18,1.0,1.58,1295.0,129.0,3787.0
Baseline 5MW 166m RD 130m HH_6088,80.0,0.2692307692307692,5.0,1.0,0.75,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),7755366.0,562649.0,28563550.0,1.18,1.0,1.58,2589.0,259.0,7573.0
Baseline 5MW 166m RD 130m HH_6089,200.0,0.2692307692307692,5.0,1.0,0.75,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),19151280.0,1346623.0,70253003.0,1.18,1.0,1.58,6473.0,647.0,18933.0
Baseline 5MW 166m RD 130m HH_6090,4.0,0.0,5.0,0.0,1.0,130,,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),,72660.0,1129032.0,,1.0,1.52,,13.0,87.0
Baseline 5MW 166m RD 130m HH_6091,10.0,0.2692307692307692,5.0,0.0,1.0,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),250025.0,123164.0,1617302.0,1.18,1.0,1.58,24.0,32.0,197.0
Baseline 5MW 166m RD 130m HH_6092,20.0,0.2692307692307692,5.0,0.0,1.0,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),340050.0,206328.0,2464604.0,1.18,1.0,1.58,47.0,65.0,393.0
Baseline 5MW 166m RD 130m HH_6093,30.0,0.2692307692307692,5.0,0.0,1.0,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),426310.0,292522.0,3311905.0,1.18,1.0,1.58,71.0,97.0,590.0
Baseline 5MW 166m RD 130m HH_6094,40.0,0.2692307692307692,5.0,0.0,1.0,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),516335.0,375686.0,4159207.0,1.18,1.0,1.58,95.0,129.0,787.0
Baseline 5MW 166m RD 130m HH_6095,80.0,0.2692307692307692,5.0,0.0,1.0,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),872669.0,711371.0,7550663.0,1.18,1.0,1.58,189.0,259.0,1573.0
Baseline 5MW 166m RD 130m HH_6096,200.0,0.2692307692307692,5.0,0.0,1.0,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),1945438.0,1718428.0,17720533.0,1.18,1.0,1.58,473.0,647.0,3933.0
Baseline 5MW 166m RD 130m HH_6097,4.0,0.0,5.0,0.25,1.0,130,,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),,72660.0,1440998.0,,1.0,1.52,,13.0,162.0
Baseline 5MW 166m RD 130m HH_6098,10.0,0.2692307692307692,5.0,0.25,1.0,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),587345.0,123164.0,2587896.0,1.18,1.0,1.58,114.0,32.0,422.0
Baseline 5MW 166m RD 130m HH_6099,20.0,0.2692307692307692,5.0,0.25,1.0,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),903504.0,206328.0,4080011.0,1.18,1.0,1.58,197.0,65.0,768.0
Baseline 5MW 166m RD 130m HH_6100,30.0,0.2692307692307692,5.0,0.25,1.0,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),1334614.0,292522.0,5897907.0,1.18,1.0,1.58,311.0,97.0,1190.0
Baseline 5MW 166m RD 130m HH_6101,40.0,0.2692307692307692,5.0,0.25,1.0,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),1647009.0,375686.0,7392271.0,1.18,1.0,1.58,395.0,129.0,1537.0
Baseline 5MW 166m RD 130m HH_6102,80.0,0.2692307692307692,5.0,0.25,1.0,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),3137783.0,711371.0,14014542.0,1.18,1.0,1.58,789.0,259.0,3073.0
Baseline 5MW 166m RD 130m HH_6103,200.0,0.2692307692307692,5.0,0.25,1.0,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),7602575.0,1718428.0,33879108.0,1.18,1.0,1.58,1973.0,647.0,7683.0
Baseline 5MW 166m RD 130m HH_6104,4.0,0.0,5.0,0.5,1.0,130,,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),,72660.0,1750716.0,,1.0,1.52,,13.0,237.0
Baseline 5MW 166m RD 130m HH_6105,10.0,0.2692307692307692,5.0,0.5,1.0,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),813480.0,123164.0,3232710.0,1.18,1.0,1.58,174.0,32.0,572.0
Baseline 5MW 166m RD 130m HH_6106,20.0,0.2692307692307692,5.0,0.5,1.0,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),1470724.0,206328.0,5697668.0,1.18,1.0,1.58,347.0,65.0,1143.0
Baseline 5MW 166m RD 130m HH_6107,30.0,0.2692307692307692,5.0,0.5,1.0,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),2124204.0,292522.0,8160377.0,1.18,1.0,1.58,521.0,97.0,1715.0
Baseline 5MW 166m RD 130m HH_6108,40.0,0.2692307692307692,5.0,0.5,1.0,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),2781448.0,375686.0,10623087.0,1.18,1.0,1.58,695.0,129.0,2287.0
Baseline 5MW 166m RD 130m HH_6109,80.0,0.2692307692307692,5.0,0.5,1.0,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),5399131.0,711371.0,20478422.0,1.18,1.0,1.58,1389.0,259.0,4573.0
Baseline 5MW 166m RD 130m HH_6110,200.0,0.2692307692307692,5.0,0.5,1.0,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),13259711.0,1718428.0,50039931.0,1.18,1.0,1.58,3473.0,647.0,11433.0
Baseline 5MW 166m RD 130m HH_6111,4.0,0.0,5.0,0.75,1.0,130,,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),,72660.0,2060434.0,,1.0,1.52,,13.0,312.0
Baseline 5MW 166m RD 130m HH_6112,10.0,0.2692307692307692,5.0,0.75,1.0,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),1154564.0,123164.0,4203303.0,1.18,1.0,1.58,264.0,32.0,797.0
Baseline 5MW 166m RD 130m HH_6113,20.0,0.2692307692307692,5.0,0.75,1.0,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),2034179.0,206328.0,7313075.0,1.18,1.0,1.58,497.0,65.0,1518.0
Baseline 5MW 166m RD 130m HH_6114,30.0,0.2692307692307692,5.0,0.75,1.0,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),3028743.0,292522.0,10746379.0,1.18,1.0,1.58,761.0,97.0,2315.0
Baseline 5MW 166m RD 130m HH_6115,40.0,0.2692307692307692,5.0,0.75,1.0,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),3912123.0,375686.0,13856151.0,1.18,1.0,1.58,995.0,129.0,3037.0
Baseline 5MW 166m RD 130m HH_6116,80.0,0.2692307692307692,5.0,0.75,1.0,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),7664245.0,711371.0,26942302.0,1.18,1.0,1.58,1989.0,259.0,6073.0
Baseline 5MW 166m RD 130m HH_6117,200.0,0.2692307692307692,5.0,0.75,1.0,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),18916848.0,1718428.0,66200754.0,1.18,1.0,1.58,4973.0,647.0,15183.0
Baseline 5MW 166m RD 130m HH_6118,4.0,0.0,5.0,1.0,1.0,130,,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),,72660.0,2372400.0,,1.0,1.52,,13.0,387.0
Baseline 5MW 166m RD 130m HH_6119,10.0,0.2692307692307692,5.0,1.0,1.0,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),1380699.0,123164.0,4850366.0,1.18,1.0,1.58,324.0,32.0,947.0
Baseline 5MW 166m RD 130m HH_6120,20.0,0.2692307692307692,5.0,1.0,1.0,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),2601398.0,206328.0,8928483.0,1.18,1.0,1.58,647.0,65.0,1893.0
Baseline 5MW 166m RD 130m HH_6121,30.0,0.2692307692307692,5.0,1.0,1.0,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),3822098.0,292522.0,13008849.0,1.18,1.0,1.58,971.0,97.0,2840.0
Baseline 5MW 166m RD 130m HH_6122,40.0,0.2692307692307692,5.0,1.0,1.0,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),5042797.0,375686.0,17086966.0,1.18,1.0,1.58,1295.0,129.0,3787.0
Baseline 5MW 166m RD 130m HH_6123,80.0,0.2692307692307692,5.0,1.0,1.0,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),9925594.0,711371.0,33406181.0,1.18,1.0,1.58,2589.0,259.0,7573.0
Baseline 5MW 166m RD 130m HH_6124,200.0,0.2692307692307692,5.0,1.0,1.0,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),24577749.0,1718428.0,82359329.0,1.18,1.0,1.58,6473.0,647.0,18933.0
Baseline 5MW 166m RD 130m HH_6125,4.0,0.0,5.0,0.0,1.5,130,,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),,87100.0,1235517.0,,1.0,1.52,,13.0,87.0
Baseline 5MW 166m RD 130m HH_6126,10.0,0.2692307692307692,5.0,0.0,1.5,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),290066.0,159984.0,1868723.0,1.18,1.0,1.58,24.0,32.0,197.0
Baseline 5MW 166m RD 130m HH_6127,20.0,0.2692307692307692,5.0,0.0,1.5,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),420132.0,279969.0,2967445.0,1.18,1.0,1.58,47.0,65.0,393.0
Baseline 5MW 166m RD 130m HH_6128,30.0,0.2692307692307692,5.0,0.0,1.5,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),544633.0,404423.0,4066168.0,1.18,1.0,1.58,71.0,97.0,590.0
Baseline 5MW 166m RD 130m HH_6129,40.0,0.2692307692307692,5.0,0.0,1.5,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),674699.0,524408.0,5164890.0,1.18,1.0,1.58,95.0,129.0,787.0
Baseline 5MW 166m RD 130m HH_6130,80.0,0.2692307692307692,5.0,0.0,1.5,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),1189399.0,1008815.0,9563037.0,1.18,1.0,1.58,189.0,259.0,1573.0
Baseline 5MW 166m RD 130m HH_6131,200.0,0.2692307692307692,5.0,0.0,1.5,130,LR1600/2 SL3F,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),2568650.0,2462039.0,22750963.0,1.18,1.0,1.58,473.0,647.0,3933.0
Baseline 5MW 166m RD 130m HH_6132,4.0,0.0,5.0,0.25,1.5,130,,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),,87100.0,1640271.0,,1.0,1.52,,13.0,162.0
Baseline 5MW 166m RD 130m HH_6133,10.0,0.2692307692307692,5.0,0.25,1.5,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),777241.0,159984.0,3127503.0,1.18,1.0,1.58,114.0,32.0,422.0
Baseline 5MW 166m RD 130m HH_6134,20.0,0.2692307692307692,5.0,0.25,1.5,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),1233945.0,279969.0,5062156.0,1.18,1.0,1.58,197.0,65.0,768.0
Baseline 5MW 166m RD 130m HH_6135,30.0,0.2692307692307692,5.0,0.25,1.5,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),1856750.0,404423.0,7419660.0,1.18,1.0,1.58,311.0,97.0,1190.0
Baseline 5MW 166m RD 130m HH_6136,40.0,0.2692307692307692,5.0,0.25,1.5,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),2307889.0,524408.0,9357569.0,1.18,1.0,1.58,395.0,129.0,1537.0
Baseline 5MW 166m RD 130m HH_6137,80.0,0.2692307692307692,5.0,0.25,1.5,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),4461344.0,1008815.0,17945139.0,1.18,1.0,1.58,789.0,259.0,3073.0
Baseline 5MW 166m RD 130m HH_6138,200.0,0.2692307692307692,5.0,0.25,1.5,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),10910576.0,2462039.0,43704590.0,1.18,1.0,1.58,1973.0,647.0,7683.0
Baseline 5MW 166m RD 130m HH_6139,4.0,0.0,5.0,0.5,1.5,130,,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),,87100.0,2041769.0,,1.0,1.52,,13.0,237.0
Baseline 5MW 166m RD 130m HH_6140,10.0,0.2692307692307692,5.0,0.5,1.5,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),1103879.0,159984.0,3963434.0,1.18,1.0,1.58,174.0,32.0,572.0
Baseline 5MW 166m RD 130m HH_6141,20.0,0.2692307692307692,5.0,0.5,1.5,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),2053322.0,279969.0,7160124.0,1.18,1.0,1.58,347.0,65.0,1143.0
Baseline 5MW 166m RD 130m HH_6142,30.0,0.2692307692307692,5.0,0.5,1.5,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),2997201.0,404423.0,10353558.0,1.18,1.0,1.58,521.0,97.0,1715.0
Baseline 5MW 166m RD 130m HH_6143,40.0,0.2692307692307692,5.0,0.5,1.5,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),3946644.0,524408.0,13546992.0,1.18,1.0,1.58,695.0,129.0,2287.0
Baseline 5MW 166m RD 130m HH_6144,80.0,0.2692307692307692,5.0,0.5,1.5,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),7727723.0,1008815.0,26327240.0,1.18,1.0,1.58,1389.0,259.0,4573.0
Baseline 5MW 166m RD 130m HH_6145,200.0,0.2692307692307692,5.0,0.5,1.5,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),19082091.0,2462039.0,64661473.0,1.18,1.0,1.58,3473.0,647.0,11433.0
Baseline 5MW 166m RD 130m HH_6146,4.0,0.0,5.0,0.75,1.5,130,,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),,87100.0,2443266.0,,1.0,1.52,,13.0,312.0
Baseline 5MW 166m RD 130m HH_6147,10.0,0.2692307692307692,5.0,0.75,1.5,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),1596618.0,159984.0,5222215.0,1.18,1.0,1.58,264.0,32.0,797.0
Baseline 5MW 166m RD 130m HH_6148,20.0,0.2692307692307692,5.0,0.75,1.5,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),2867135.0,279969.0,9254836.0,1.18,1.0,1.58,497.0,65.0,1518.0
Baseline 5MW 166m RD 130m HH_6149,30.0,0.2692307692307692,5.0,0.75,1.5,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),4303753.0,404423.0,13707050.0,1.18,1.0,1.58,761.0,97.0,2315.0
Baseline 5MW 166m RD 130m HH_6150,40.0,0.2692307692307692,5.0,0.75,1.5,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),5579834.0,524408.0,17739671.0,1.18,1.0,1.58,995.0,129.0,3037.0
Baseline 5MW 166m RD 130m HH_6151,80.0,0.2692307692307692,5.0,0.75,1.5,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),10999668.0,1008815.0,34709342.0,1.18,1.0,1.58,1989.0,259.0,6073.0
Baseline 5MW 166m RD 130m HH_6152,200.0,0.2692307692307692,5.0,0.75,1.5,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),27253606.0,2462039.0,85618356.0,1.18,1.0,1.58,4973.0,647.0,15183.0
Baseline 5MW 166m RD 130m HH_6153,4.0,0.0,5.0,1.0,1.5,130,,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),,87100.0,2848020.0,,1.0,1.52,,13.0,387.0
Baseline 5MW 166m RD 130m HH_6154,10.0,0.2692307692307692,5.0,1.0,1.5,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),1923256.0,159984.0,6061402.0,1.18,1.0,1.58,324.0,32.0,947.0
Baseline 5MW 166m RD 130m HH_6155,20.0,0.2692307692307692,5.0,1.0,1.5,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),3686512.0,279969.0,11349547.0,1.18,1.0,1.58,647.0,65.0,1893.0
Baseline 5MW 166m RD 130m HH_6156,30.0,0.2692307692307692,5.0,1.0,1.5,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),5449768.0,404423.0,16640949.0,1.18,1.0,1.58,971.0,97.0,2840.0
Baseline 5MW 166m RD 130m HH_6157,40.0,0.2692307692307692,5.0,1.0,1.5,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),7213024.0,524408.0,21929094.0,1.18,1.0,1.58,1295.0,129.0,3787.0
Baseline 5MW 166m RD 130m HH_6158,80.0,0.2692307692307692,5.0,1.0,1.5,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),14266048.0,1008815.0,43091444.0,1.18,1.0,1.58,2589.0,259.0,7573.0
Baseline 5MW 166m RD 130m HH_6159,200.0,0.2692307692307692,5.0,1.0,1.5,130,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),35430686.0,2462039.0,106571982.0,1.18,1.0,1.58,6473.0,647.0,18933.0
Baseline 5MW 166m RD 140m HH_6160,4.0,0.0,5.0,0.0,0.5,140,,LB 75 Hydraulic,LR11350 SDW 60,,58305.0,2052270.0,,1.0,1.52,,13.0,124.0
Baseline 5MW 166m RD 140m HH_6161,10.0,0.25,5.0,0.0,0.5,140,LR1350 S3HS,LB 75 Hydraulic,LR11350 SDW 60,232610.0,86558.0,2669991.0,1.2,1.0,1.6,34.0,33.0,279.0
Baseline 5MW 166m RD 140m HH_6162,20.0,0.25,5.0,0.0,0.5,140,LR1350 S3HS,LB 75 Hydraulic,LR11350 SDW 60,305221.0,134705.0,3741365.0,1.2,1.0,1.6,68.0,65.0,557.0
Baseline 5MW 166m RD 140m HH_6163,30.0,0.25,5.0,0.0,0.5,140,LR1350 S3HS,LB 75 Hydraulic,LR11350 SDW 60,377831.0,181263.0,4811356.0,1.2,1.0,1.6,102.0,98.0,836.0
Baseline 5MW 166m RD 140m HH_6164,40.0,0.25,5.0,0.0,0.5,140,LR1350 S3HS,LB 75 Hydraulic,LR11350 SDW 60,450441.0,227820.0,5882730.0,1.2,1.0,1.6,136.0,130.0,1114.0
Baseline 5MW 166m RD 140m HH_6165,80.0,0.25,5.0,0.0,0.5,140,LR1350 S3HS,LB 75 Hydraulic,LR11350 SDW 60,742847.0,415640.0,10165460.0,1.2,1.0,1.6,271.0,260.0,2229.0
Baseline 5MW 166m RD 140m HH_6166,200.0,0.25,5.0,0.0,0.5,140,LR1350 S3HS,LB 75 Hydraulic,LR11350 SDW 60,1616136.0,979101.0,23013651.0,1.2,1.0,1.6,678.0,651.0,5571.0
Baseline 5MW 166m RD 140m HH_6167,4.0,0.0,5.0,0.25,0.5,140,,LB 75 Hydraulic,LR11350 SDW 60,,58305.0,2490541.0,,1.0,1.52,,13.0,244.0
Baseline 5MW 166m RD 140m HH_6168,10.0,0.25,5.0,0.25,0.5,140,LR1350 S3HS,LB 75 Hydraulic,LR11350 SDW 60,426112.0,86558.0,4054322.0,1.2,1.0,1.6,124.0,33.0,639.0
Baseline 5MW 166m RD 140m HH_6169,20.0,0.25,5.0,0.25,0.5,140,LR1350 S3HS,LB 75 Hydraulic,LR11350 SDW 60,627068.0,134705.0,6047661.0,1.2,1.0,1.6,218.0,65.0,1157.0
Baseline 5MW 166m RD 140m HH_6170,30.0,0.25,5.0,0.25,0.5,140,LR1350 S3HS,LB 75 Hydraulic,LR11350 SDW 60,893180.0,181263.0,8501984.0,1.2,1.0,1.6,342.0,98.0,1796.0
Baseline 5MW 166m RD 140m HH_6171,40.0,0.25,5.0,0.25,0.5,140,LR1350 S3HS,LB 75 Hydraulic,LR11350 SDW 60,1094136.0,227820.0,10495323.0,1.2,1.0,1.6,436.0,130.0,2314.0
Baseline 5MW 166m RD 140m HH_6172,80.0,0.25,5.0,0.25,0.5,140,LR1350 S3HS,LB 75 Hydraulic,LR11350 SDW 60,2030238.0,415640.0,19389263.0,1.2,1.0,1.6,871.0,260.0,4629.0
Baseline 5MW 166m RD 140m HH_6173,200.0,0.25,5.0,0.25,0.5,140,LR1350 S3HS,LB 75 Hydraulic,LR11350 SDW 60,4834612.0,979101.0,46073849.0,1.2,1.0,1.6,2178.0,651.0,11571.0
Baseline 5MW 166m RD 140m HH_6174,4.0,0.0,5.0,0.5,0.5,140,,LB 75 Hydraulic,LR11350 SDW 60,,58305.0,2928813.0,,1.0,1.52,,13.0,364.0
Baseline 5MW 166m RD 140m HH_6175,10.0,0.25,5.0,0.5,0.5,140,LR1350 S3HS,LB 75 Hydraulic,LR11350 SDW 60,554458.0,86558.0,4976287.0,1.2,1.0,1.6,184.0,33.0,879.0
Baseline 5MW 166m RD 140m HH_6176,20.0,0.25,5.0,0.5,0.5,140,LR1350 S3HS,LB 75 Hydraulic,LR11350 SDW 60,948916.0,134705.0,8353958.0,1.2,1.0,1.6,368.0,65.0,1757.0
Baseline 5MW 166m RD 140m HH_6177,30.0,0.25,5.0,0.5,0.5,140,LR1350 S3HS,LB 75 Hydraulic,LR11350 SDW 60,1343374.0,181263.0,11730245.0,1.2,1.0,1.6,552.0,98.0,2636.0
Baseline 5MW 166m RD 140m HH_6178,40.0,0.25,5.0,0.5,0.5,140,LR1350 S3HS,LB 75 Hydraulic,LR11350 SDW 60,1739797.0,227820.0,15106533.0,1.2,1.0,1.6,736.0,130.0,3514.0
Baseline 5MW 166m RD 140m HH_6179,80.0,0.25,5.0,0.5,0.5,140,LR1350 S3HS,LB 75 Hydraulic,LR11350 SDW 60,3317628.0,415640.0,28613065.0,1.2,1.0,1.6,1471.0,260.0,7029.0
Baseline 5MW 166m RD 140m HH_6180,200.0,0.25,5.0,0.5,0.5,140,LR1350 S3HS,LB 75 Hydraulic,LR11350 SDW 60,8055053.0,979101.0,69134046.0,1.2,1.0,1.6,3678.0,651.0,17571.0
Baseline 5MW 166m RD 140m HH_6181,4.0,0.0,5.0,0.75,0.5,140,,LB 75 Hydraulic,LR11350 SDW 60,,58305.0,3367085.0,,1.0,1.52,,13.0,484.0
Baseline 5MW 166m RD 140m HH_6182,10.0,0.25,5.0,0.75,0.5,140,LR1350 S3HS,LB 75 Hydraulic,LR11350 SDW 60,747959.0,86558.0,6360618.0,1.2,1.0,1.6,274.0,33.0,1239.0
Baseline 5MW 166m RD 140m HH_6183,20.0,0.25,5.0,0.75,0.5,140,LR1350 S3HS,LB 75 Hydraulic,LR11350 SDW 60,1270763.0,134705.0,10658871.0,1.2,1.0,1.6,518.0,65.0,2357.0
Baseline 5MW 166m RD 140m HH_6184,30.0,0.25,5.0,0.75,0.5,140,LR1350 S3HS,LB 75 Hydraulic,LR11350 SDW 60,1858723.0,181263.0,15419490.0,1.2,1.0,1.6,792.0,98.0,3596.0
Baseline 5MW 166m RD 140m HH_6185,40.0,0.25,5.0,0.75,0.5,140,LR1350 S3HS,LB 75 Hydraulic,LR11350 SDW 60,2383492.0,227820.0,19719125.0,1.2,1.0,1.6,1036.0,130.0,4714.0
Baseline 5MW 166m RD 140m HH_6186,80.0,0.25,5.0,0.75,0.5,140,LR1350 S3HS,LB 75 Hydraulic,LR11350 SDW 60,4605018.0,415640.0,37838251.0,1.2,1.0,1.6,2071.0,260.0,9429.0
